Year,Name,Height,Weight,Age,Team,DefaultPosition,OriginalPosition,PositionNumber,Experience,Potential,KnownPotential,Greed,Happiness,Loyalty,Winner,InsideScoring,JumpShot,ThreePointShot,Scoring,OutsideScoring,Handling,Passing,Quickness,PostDefense,PerimeterDefense,DriveDefense,Stealing,ShotBlocking,OffenseRebound,DefenseRebound,Strength,Stamina,Jumping,RatingInsideScoring,RatingOutsideScoring,RatingHandling,RatingDefense,RatingRebounding,DisplayHeight,CurrentRating,FutureRating,Minutes,Winshares
2008,Etan Thomas,81,260,26,Trailblazers,C,1,1,4,45,54,38,45,2,52,66,63,5,32,0,36,16,27,59,16,10,21,81,42,80,85,0,51,65,34,18,59,65,6'9'',47,47,1655,2.69
2008,Stromile Allman,85,256,18,Spurs,C,1,1,0,77,60,92,19,34,9,71,74,5,63,0,56,33,45,84,35,34,32,58,56,69,88,0,45,67,40,37,79,66,7'1'',59,62,1323,2.69
2008,Tyler Davis,82,265,30,Rockets,C,1,1,10,43,64,91,28,61,40,58,74,37,10,0,70,20,30,45,28,22,7,74,64,61,62,0,63,60,56,23,48,61,6'10'',45,46,2052,2.69
2008,Chris Chiozza,72,165,31,Bulls,PG,5,5,11,46,39,71,30,60,70,85,89,54,26,0,71,77,73,66,64,28,66,37,36,40,32,0,94,77,72,82,72,39,6'0'',65,64,1828,2.686175073
2008,Anas Mahmoud,84,200,32,Heat,C,1,1,10,41,28,4,26,3,8,58,28,5,42,0,62,30,45,96,47,85,48,67,42,42,43,0,36,48,16,34,85,42,7'0'',50,49,2482,2.68
2009,Clyde Drexler,80,210,23,Timberwolves,SG,4,4,2,64,64,43,25,76,16,89,87,21,80,0,48,43,80,28,73,46,72,18,49,42,71,0,100,89,54,52,74,51,6'8'',64,68,1096,2.67
2008,Dikembe Mutombo,86,250,25,Wizards,C,1,1,0,67,60,13,12,73,20,46,47,5,77,0,73,36,67,98,8,56,5,78,59,52,78,0,5,40,26,45,83,59,7'2'',56,59,1840,2.67
2010,Lucas Nogueria,84,220,26,Pistons,C,1,1,5,53,54,50,83,58,12,47,63,26,60,0,35,37,51,59,54,27,20,81,81,77,44,0,32,42,44,39,62,72,7'0'',50,50,2329,2.666758051
2008,DJ Hogg,80,221,30,Magic,SF,3,3,10,47,54,64,51,14,46,77,92,67,7,0,70,77,73,28,71,78,73,15,43,31,34,0,71,67,80,82,72,38,6'8'',64,64,1084,2.651867412
2009,Dikembe Mutombo,86,255,26,Wizards,C,1,1,1,61,58,13,12,73,20,53,48,5,77,0,71,32,68,100,11,60,7,79,92,58,80,0,5,44,26,42,86,74,7'2'',60,60,2593,2.65
2010,Theo Hilinski,71,180,30,Bullets,PG,5,5,8,48,44,35,67,28,71,48,90,60,20,0,88,90,51,24,100,33,54,16,11,30,38,0,42,44,75,92,61,26,5'11'',64,64,1174,2.65
2008,Jalek Felton,75,190,27,Rockets,PG,5,5,8,51,40,37,77,68,64,44,82,80,33,0,95,36,90,22,40,31,71,8,13,50,50,0,85,57,81,52,57,39,6'3'',61,60,1517,2.633507766
2010,Flip Murray,76,190,26,Lakers,PG,5,5,4,52,46,50,72,85,53,66,82,66,15,0,73,64,63,42,81,30,78,5,12,50,55,0,50,59,74,69,77,38,6'4'',61,61,1462,2.63
2009,Ken Nielsen,68,195,26,Warriors,PG,5,5,5,42,26,14,59,98,34,89,83,57,47,0,92,66,77,21,54,40,79,24,33,37,24,0,39,61,70,76,67,36,5'8'',65,64,1541,2.63
2009,Thurl Bailey,84,245,24,Pistons,PF,2,2,2,54,66,94,3,80,89,89,81,5,12,0,79,26,76,83,32,71,18,64,84,68,8,0,5,48,43,38,66,65,7'0'',66,70,1361,2.62
2010,Jalek Felton,75,190,29,Trailblazers,PG,5,5,10,47,50,37,77,68,64,39,83,85,33,0,93,37,89,30,36,34,72,9,18,48,48,0,84,54,84,52,60,40,6'3'',61,61,1722,2.6
2009,Wes Unseld,79,255,21,Kings,PF,2,2,0,48,46,27,8,12,93,81,54,5,80,0,62,74,33,84,16,43,22,9,88,83,90,0,34,69,30,68,48,83,6'7'',54,57,2251,2.58
2011,Mustapha Heron,77,225,31,Warriors,SG,4,4,12,43,42,78,66,23,2,91,89,61,38,0,51,25,63,11,90,18,76,5,58,54,73,0,15,65,75,33,58,59,6'5'',62,62,944,2.57581046
2010,Kostas Antetokounmpo,82,195,30,Raptors,SF,3,3,10,42,56,71,0,66,22,76,72,11,20,0,77,33,52,45,81,69,30,86,44,64,50,0,56,65,42,39,78,54,6'10'',52,52,1717,2.57
2008,Byron Scott*,75,190,23,Celtics,PG,5,5,1,72,51,38,84,60,64,9,83,46,5,0,80,52,94,24,57,42,70,24,27,42,100,0,59,42,64,66,72,48,6'3'',57,60,1507,2.566140445
2010,Devon Huh,84,284,24,Mavericks,C,1,1,1,40,48,43,10,71,2,48,45,31,28,0,31,29,51,43,30,34,39,84,46,64,84,0,44,54,38,32,70,60,7'0'',51,54,1883,2.564161314
2009,Jackie Moon,77,230,37,Globetrotters,SF,3,3,17,30,32,87,93,95,79,61,96,48,67,0,51,34,31,54,38,68,24,24,54,79,53,0,53,57,72,34,54,64,6'5'',51,42,1999,2.54
2009,Hassani Gravett,73,185,30,Magic,PG,5,5,10,47,47,67,86,57,83,72,100,36,24,0,78,77,54,29,68,42,87,23,47,45,16,0,5,41,68,79,68,42,6'1'',63,63,807,2.52
2011,Ken Nielsen,68,195,28,Warriors,PG,5,5,7,39,42,14,59,98,34,88,85,55,47,0,89,61,76,18,55,34,79,24,35,39,24,0,38,60,70,71,64,37,5'8'',63,63,1075,2.513238449
2010,Len Bias,81,220,31,Pistons,SF,3,3,9,45,48,82,61,12,77,91,74,44,38,0,62,33,69,53,41,31,19,62,28,44,61,0,75,80,59,41,63,42,6'9'',57,57,2918,2.51
2008,Jeff Hornacek*,76,190,29,Raptors,SG,4,4,7,42,38,1,71,7,32,64,86,39,81,0,73,51,73,34,69,41,72,25,21,21,63,0,72,66,62,60,75,30,6'4'',56,55,1631,2.50002397
2010,Hedo Turkoglu,82,220,27,Cavaliers,SF,3,3,6,44,46,91,79,9,66,79,87,56,5,0,55,52,70,41,49,58,33,9,77,49,63,0,66,72,72,58,62,62,6'10'',61,61,1742,2.5
2008,Hassani Gravett,73,185,29,Magic,PG,5,5,9,53,51,67,86,57,83,73,99,36,24,0,82,72,53,27,64,39,88,26,48,45,17,0,5,41,68,75,65,42,6'1'',62,62,1041,2.491619319
2009,Tryggvi Hlinason,85,255,30,Grizzlies,C,1,1,10,44,40,96,59,26,39,79,58,5,9,0,67,8,36,100,46,100,69,51,60,89,5,0,82,65,32,14,66,64,7'1'',63,62,1947,2.47
2008,Anfernee Simons,76,177,27,Trailblazers,PG,5,5,8,44,51,94,7,15,3,83,75,67,36,0,84,69,36,26,73,60,53,7,50,50,72,0,58,73,71,69,58,53,6'4'',64,64,1156,2.463209624
2010,Reggie Bullock,79,200,27,Pacers,SG,4,4,5,46,56,94,43,75,10,70,92,72,19,0,49,30,75,40,89,34,90,7,15,57,56,0,19,52,82,40,83,43,6'7'',63,63,833,2.46
2008,John Paxson,74,190,23,Bullets,PG,5,5,1,63,68,68,18,90,14,54,59,89,44,0,79,55,62,31,66,55,61,5,41,50,55,0,51,53,74,61,67,48,6'2'',58,62,2132,2.440525616
2009,Bob Kauffman,80,240,22,SuperSonics,PF,2,2,0,60,45,26,31,32,35,83,49,5,18,0,70,19,54,77,19,36,78,11,54,55,66,0,34,65,27,28,56,56,6'8'',51,54,1017,2.42
2010,Mustapha Heron,77,225,30,Warriors,SG,4,4,11,49,51,78,66,23,2,87,88,57,38,0,53,29,66,7,91,16,79,5,55,53,72,0,14,62,72,38,58,57,6'5'',61,61,1360,2.42
2009,Rich King,86,280,23,Bulls,C,1,1,1,59,62,77,89,50,74,62,68,5,26,0,52,32,36,61,28,48,10,16,77,68,95,0,37,61,36,34,51,74,7'2'',55,59,1908,2.42
2011,Jason Collins,83,265,21,Suns,C,1,1,1,50,38,25,15,90,41,58,60,16,9,0,52,34,47,40,16,37,24,48,72,75,89,0,51,62,38,38,53,75,6'11'',53,55,2143,2.406105117
2008,Tevin Mack,78,210,29,Mavericks,SF,3,3,8,39,46,8,16,33,85,86,78,38,59,0,77,20,67,46,44,37,27,48,22,55,54,0,50,69,58,31,60,44,6'6'',52,52,1280,2.400419866
2010,Mel Daniels,81,230,23,SuperSonics,C,1,1,1,61,68,45,64,79,76,55,59,5,56,0,71,20,67,99,16,41,32,26,63,59,78,0,84,68,32,31,65,64,6'9'',54,58,1123,2.4
2008,Drazen Petrovic,77,200,29,Jazz,SG,4,4,7,45,53,23,40,85,71,30,93,100,19,0,68,22,68,30,65,81,49,28,16,30,46,0,15,29,96,32,72,29,6'5'',55,55,1349,2.390993466
2012,Byron Scott,75,190,27,Globetrotters,PG,5,5,5,46,47,38,84,60,64,7,89,54,5,0,87,64,93,30,59,38,76,23,23,47,96,0,60,41,72,77,76,48,6'3'',61,61,1219,2.390964827
2009,Austin Wiley,82,260,28,Bullets,C,1,1,9,39,34,10,81,38,79,96,46,30,22,0,25,7,69,50,11,42,10,43,64,66,77,0,51,79,38,18,52,67,6'10'',54,53,2154,2.38
2011,Lucas Nogueria,84,220,27,Pistons,C,1,1,6,48,62,50,83,58,12,52,62,26,60,0,39,36,49,57,58,28,24,84,81,79,44,0,31,44,44,37,63,73,7'0'',50,51,2370,2.376391322
2010,DJ Hogg,80,221,32,Magic,SF,3,3,12,38,32,64,51,14,46,79,92,70,7,0,66,75,69,28,66,73,73,17,39,32,32,0,65,65,81,78,71,36,6'8'',63,62,1418,2.37
2012,BJ Armstrong,74,180,22,Oaks,PG,5,5,1,61,70,64,47,71,57,45,87,37,28,0,91,65,75,26,67,36,46,12,12,9,27,0,55,44,62,74,58,16,6'2'',56,60,883,2.33869863
2010,Alex Schmidt,75,189,28,Raptors,PG,5,5,6,44,58,58,24,100,14,57,90,67,61,0,68,73,65,18,66,41,79,45,27,36,43,0,62,56,78,76,72,35,6'3'',61,61,1176,2.33
2009,Steven Adams,84,250,24,Jazz,C,1,1,4,45,64,35,29,52,79,57,44,5,83,0,23,29,52,100,7,13,7,82,85,100,60,0,10,44,24,31,67,86,7'0'',53,57,2123,2.33
2008,Ron Kellogg,77,200,29,Timberwolves,SF,3,3,7,47,56,53,82,83,73,80,94,41,63,0,69,18,59,51,38,66,80,47,52,83,26,0,45,59,68,27,76,62,6'5'',55,55,1396,2.325492263
2011,Carlos Boozer,81,255,26,Magic,PF,2,2,5,50,54,51,37,50,3,78,67,5,23,0,33,30,48,46,39,17,16,29,100,82,75,0,23,61,36,32,44,86,6'9'',51,51,1362,2.320466463
2008,Ricardo Strong,80,216,22,Bullets,SF,3,3,4,50,40,85,70,18,27,63,94,68,35,0,45,36,66,19,28,20,66,39,29,30,83,0,73,70,81,42,48,39,6'8'',55,57,2309,2.316545115
2012,Glen Rice,80,235,23,Trailblazers,SF,3,3,1,61,50,33,23,33,10,96,72,44,44,0,47,37,51,43,32,39,49,22,22,46,64,0,46,75,58,41,54,41,6'8'',51,54,1262,2.307685791
2011,Cecil Exum,70,180,31,Kings,PG,5,5,9,41,38,12,16,32,53,68,100,45,47,0,91,82,69,10,74,37,50,7,38,39,46,0,50,58,72,88,57,41,5'10'',64,63,1485,2.303410483
2008,Meadowlark Lemon,75,195,32,Spurs,SG,4,4,11,38,44,29,59,88,7,62,70,51,94,0,74,86,50,55,86,90,49,54,53,47,56,0,76,65,60,85,85,51,6'3'',59,59,1157,2.298005342
2009,Brad Daugherty,84,245,28,Magic,C,1,1,8,44,58,3,17,61,94,100,65,5,49,0,21,42,58,78,36,75,12,30,62,61,68,0,63,83,35,41,71,62,7'0'',60,60,2463,2.26
2011,Flip Murray,76,190,27,Lakers,PG,5,5,5,46,54,50,72,85,53,67,79,62,15,0,74,68,66,40,77,28,80,10,9,50,54,0,48,59,70,73,76,37,6'4'',61,61,922,2.249563901
2010,Mike Miller,80,218,26,Knicks,SG,4,4,6,45,30,100,10,64,73,79,80,49,99,0,56,54,35,32,78,70,65,6,35,55,56,0,53,67,64,53,65,47,6'8'',57,56,1981,2.24
2009,Erik Saperstein,77,200,29,Suns,SG,4,4,6,41,22,75,53,30,90,62,80,79,83,0,85,41,53,29,49,50,66,10,7,34,44,0,70,61,80,47,54,27,6'5'',54,53,880,2.23
2009,Rob Gray,74,190,31,Cavaliers,PG,5,5,11,42,52,37,38,98,34,59,88,66,84,0,62,75,64,50,64,42,83,10,34,8,72,0,47,58,77,76,76,29,6'2'',60,60,2162,2.2
2008,Granville Waiters,83,235,23,Pistons,C,1,1,1,67,80,27,39,64,32,97,38,5,54,0,67,38,23,78,31,55,18,21,70,47,68,0,41,74,22,37,53,57,6'11'',47,50,2095,2.19
2011,Ralph Sampson,88,220,27,Kings,C,1,1,4,43,60,14,59,56,49,95,82,5,27,0,50,37,32,62,14,56,18,45,67,72,64,0,61,79,44,37,55,67,7'4'',57,57,1013,2.17607488
2009,Ricardo Strong,80,216,23,Bullets,SF,3,3,5,55,35,85,70,18,27,61,94,68,35,0,47,36,64,23,25,23,66,36,25,30,87,0,72,70,81,42,50,38,6'8'',55,57,2490,2.17
2010,John Stockton,73,170,30,Globetrotters,PG,5,5,8,50,46,38,24,32,77,67,80,32,31,0,89,100,35,26,42,44,86,7,10,25,13,0,18,41,56,97,45,18,6'1'',60,60,1858,2.16
2010,Rob Gray,74,190,32,Cavaliers,PG,5,5,12,39,42,37,38,98,34,56,85,66,84,0,60,70,64,52,63,43,79,6,30,6,71,0,47,56,76,73,73,27,6'2'',58,58,2134,2.16
2008,Trey Burke,73,185,24,Nuggets,PG,5,5,3,53,54,93,96,8,76,67,79,76,56,0,88,77,59,5,46,18,76,5,43,42,40,0,27,50,78,81,42,43,6'1'',60,63,1217,2.155759715
2008,Luka Doncic,81,235,27,Bullets,SG,4,4,8,42,40,6,90,3,85,75,84,63,15,0,57,74,36,64,44,40,34,5,52,56,58,0,77,72,74,71,42,54,6'9'',59,58,2056,2.146786085
2010,Michael Bradley,83,230,22,Celtics,PF,2,2,0,54,63,74,1,97,9,53,60,5,36,0,43,34,57,54,30,38,36,36,66,72,68,0,52,56,32,38,55,69,6'11'',51,55,2222,2.144805215
2011,Rudy Gobert,85,240,27,Jazz,C,1,1,6,47,47,58,34,75,86,60,55,5,42,0,44,47,34,93,19,12,16,81,83,87,68,0,48,58,30,45,68,80,7'1'',52,52,2106,2.142160442
2009,Luis Scola,81,240,25,Pistons,PF,2,2,3,37,40,54,17,3,61,62,61,5,26,0,76,48,38,64,34,48,11,23,56,72,94,0,25,57,33,50,53,68,6'9'',48,49,1696,2.14
2010,Malcolm Moore,77,215,35,Suns,SF,3,3,13,30,34,58,66,95,98,73,84,44,75,0,78,57,43,60,55,37,89,42,44,75,72,0,45,64,64,59,78,62,6'5'',56,52,1220,2.14
2009,Dirk Nowitzki,84,250,26,Nuggets,PF,2,2,6,47,61,22,59,34,71,90,81,69,44,0,57,24,49,37,40,42,9,12,46,44,58,0,42,69,75,30,36,47,7'0'',50,51,2227,2.13
2011,Tryggvi Hlinason,85,255,32,Globetrotters,C,1,1,12,35,54,96,59,26,39,72,60,5,9,0,59,5,33,95,39,95,63,50,60,82,5,0,77,60,32,11,64,60,7'1'',59,59,1188,2.122311275
2009,Elvin Hayes,81,250,22,Jazz,PF,2,2,0,51,86,24,57,99,47,65,57,5,53,0,48,29,36,70,23,42,11,51,88,88,74,0,64,67,31,31,60,83,6'9'',53,59,1875,2.12
2010,O'Shae Brissett,80,215,30,Raptors,SF,3,3,10,40,36,94,33,90,11,45,87,63,56,0,62,46,51,56,50,37,59,29,91,97,16,0,27,34,75,48,59,80,6'8'',54,53,1704,2.12
2011,Len Bias,81,220,32,Bullets,SF,3,3,10,41,42,82,61,12,77,92,74,40,38,0,65,37,65,54,38,33,23,64,30,41,57,0,73,79,57,44,63,41,6'9'',56,56,2291,2.113504653
2009,Charles Barkley*,78,250,28,Raptors,SF,3,3,7,39,37,80,84,78,74,77,88,33,54,0,32,35,56,71,17,65,16,30,58,61,63,0,69,72,60,37,61,60,6'6'',54,53,1859,2.11
2010,Luka Doncic,81,235,29,Nuggets,SG,4,4,10,41,41,6,90,3,85,70,80,70,15,0,52,75,33,71,41,44,35,9,55,59,58,0,75,69,75,69,42,56,6'9'',59,59,1700,2.11
2011,Jamal Sampson,85,240,24,Nuggets,C,1,1,5,43,46,3,33,28,70,63,67,5,49,0,52,33,57,57,7,37,9,56,71,84,61,0,72,65,36,39,53,75,7'1'',55,58,1457,2.090946509
2008,Dzanan Musa,81,195,26,Clippers,SF,3,3,4,45,32,23,11,16,94,71,60,87,5,0,76,59,38,78,89,67,40,61,72,69,34,0,43,55,74,60,79,63,6'9'',59,58,1455,2.079608111
2008,Anthony Bennett,80,255,23,Wizards,PF,2,2,3,47,50,47,17,80,47,95,68,65,91,0,69,40,13,59,61,22,24,5,48,88,77,0,5,64,66,38,36,69,6'8'',52,55,1165,2.07
2008,RJ Barrett,80,215,27,Suns,SF,3,3,8,47,44,88,13,76,84,75,86,37,55,0,53,37,86,33,71,82,79,5,66,64,34,0,98,74,62,49,72,61,6'8'',62,62,989,2.06934156
2011,Shu Shuvington,80,205,32,Bucks,SF,3,3,11,37,31,18,87,38,90,86,88,67,50,0,72,33,71,35,50,63,54,38,26,42,29,0,34,59,78,43,65,36,6'8'',57,56,1640,2.050988517
2008,Donta Hall,81,245,29,Pacers,C,1,1,8,40,60,44,81,33,72,100,79,5,48,0,66,39,53,82,36,60,16,92,62,62,34,0,47,71,42,44,77,57,6'9'',62,62,627,2.05
2010,Dzanan Musa,81,195,28,Knicks,SF,3,3,6,41,47,23,11,16,94,76,60,84,5,0,72,57,38,78,91,69,42,55,70,71,34,0,42,57,72,57,79,63,6'9'',59,59,1030,2.05
2008,Gorgui Dieng,83,205,27,Hawks,C,1,1,3,42,46,4,55,7,27,67,24,37,5,0,54,38,27,95,9,9,9,66,96,80,43,0,45,56,30,38,49,77,6'11'',47,47,1865,2.05
2010,John Paxson,74,190,25,SuperSonics,PG,5,5,3,52,58,68,18,90,14,47,61,100,44,0,82,62,66,23,62,56,63,5,41,50,58,0,51,50,80,69,65,49,6'2'',60,63,829,2.05
2011,Eddie Steitz,88,271,27,Grizzlies,C,1,1,5,52,58,42,7,20,25,67,43,21,89,0,41,28,38,55,58,42,25,68,63,78,70,0,40,60,32,29,67,70,7'4'',53,53,1954,2.045374165
2011,Goga Bitadze,84,260,30,Knicks,C,1,1,11,43,36,42,68,19,75,87,74,5,50,0,48,22,58,69,21,82,46,57,70,80,46,0,74,75,40,29,72,70,7'0'',64,63,1086,2.041755963
2009,Smush Parker,76,190,24,Heat,PG,5,5,3,47,64,65,27,28,63,47,80,62,96,0,72,55,51,24,48,66,54,14,31,46,56,0,60,53,71,58,56,42,6'4'',54,58,852,2.04
2011,Brian Scalabrine,82,245,23,Clippers,PF,2,2,1,46,32,0,22,12,83,58,57,22,45,0,46,34,50,42,22,35,30,36,73,56,91,0,49,62,40,38,47,67,6'10'',49,50,2581,2.026196158
2009,Theo Hilinski,71,180,29,Knicks,PG,5,5,7,55,39,35,67,28,71,51,87,61,20,0,89,81,55,28,92,31,46,14,5,31,38,0,44,46,74,85,60,24,5'11'',62,61,647,2.01
2009,Deng Adel,79,190,31,Spurs,SF,3,3,10,48,42,62,71,20,24,100,99,54,70,0,65,70,47,47,66,89,42,42,49,53,51,0,26,68,76,69,75,51,6'7'',60,60,1122,2
2008,Dwight McGhee,80,235,36,Heat,C,1,1,14,25,32,26,28,15,40,74,81,58,45,0,61,65,62,65,10,55,27,10,65,43,56,0,38,60,70,67,46,54,6'8'',50,46,1722,2
2008,Chandler Hutchison,79,190,32,Spurs,SF,3,3,10,33,52,72,6,9,46,55,80,68,58,0,52,50,47,78,51,44,52,17,87,71,52,0,73,60,74,51,67,73,6'7'',55,55,1160,1.99193757
2010,Carlos Boozer,81,255,25,Pistons,PF,2,2,4,48,66,51,37,50,3,78,64,5,23,0,30,35,48,48,40,12,21,29,100,77,75,0,22,61,34,35,44,83,6'9'',51,55,2236,1.99
2010,Juan Dixon,75,190,26,Globetrotters,PG,5,5,4,42,44,18,24,40,12,36,72,91,75,0,77,65,37,13,66,59,41,5,32,28,36,0,66,45,82,65,45,31,6'3'',57,57,2047,1.99
2011,Solomon Hill,79,225,28,Lakers,SF,3,3,6,50,52,81,57,6,44,69,69,73,34,0,70,56,42,47,70,83,58,13,48,83,57,0,42,59,71,57,74,65,6'7'',57,57,941,1.960510352
2010,Randy Holcomb,81,215,26,Raptors,SF,3,3,4,42,60,75,53,13,65,49,91,18,24,0,17,15,100,81,47,38,89,74,83,87,24,0,35,40,54,28,81,77,6'9'',54,54,2123,1.95
2012,Gilbert Arenas,75,195,22,Pelicans,PG,5,5,2,52,48,41,46,17,87,38,89,56,59,0,91,61,94,19,50,48,40,5,15,12,49,0,54,45,72,75,54,23,6'3'',61,64,927,1.945989027
2008,Pace Mannion,79,190,25,Wizards,SF,3,3,1,83,94,55,75,74,28,72,86,6,73,0,67,21,64,30,33,59,62,25,48,44,64,0,67,69,46,31,64,49,6'7'',49,54,1653,1.940145977
2009,Darius Bazley,81,200,27,Celtics,PF,2,2,9,48,54,51,97,61,54,34,66,39,22,0,48,43,41,73,43,100,25,29,100,42,75,0,76,55,52,44,73,67,6'9'',50,50,1972,1.94
2008,Roosevelt Chapman,76,220,29,Grizzlies,SG,4,4,6,51,82,81,36,90,39,80,75,36,5,0,78,31,57,37,86,41,84,24,25,34,61,0,45,66,56,39,79,36,6'4'',54,57,1130,1.937044971
2010,Ron Kellogg,77,200,31,Grizzlies,SF,3,3,9,38,30,53,82,83,73,79,87,38,63,0,71,10,58,54,41,59,79,39,48,81,26,0,42,57,62,20,74,60,6'5'',52,51,1049,1.93
2009,Tevin Mack,78,210,30,Trailblazers,SF,3,3,9,35,54,8,16,33,85,87,77,36,59,0,76,19,63,42,39,34,23,45,20,53,53,0,50,69,56,30,53,42,6'6'',49,49,1648,1.93
2011,Charles Barkley,78,250,30,Knicks,SF,3,3,9,49,44,80,84,78,74,72,90,37,54,0,36,30,54,75,23,67,22,37,51,69,62,0,70,69,64,33,66,61,6'6'',55,55,2585,1.916813485
2010,Tyson Chandler,85,225,19,SuperSonics,C,1,1,0,86,100,29,62,16,44,60,61,5,96,0,44,35,46,62,32,51,40,86,37,32,56,0,79,65,33,37,75,38,7'1'',49,54,1963,1.916124995
2011,Rich King,86,280,25,Bulls,C,1,1,3,46,49,77,89,50,74,59,66,5,26,0,52,29,34,63,30,45,6,6,81,73,99,0,34,60,36,31,47,78,7'2'',54,57,700,1.901921865
2010,Rich King,86,280,24,Cavaliers,C,1,1,2,53,54,77,89,50,74,62,67,5,26,0,52,29,35,64,25,44,8,11,77,73,95,0,35,61,36,32,49,76,7'2'',54,57,1369,1.9
2009,Udoka Azubuike,84,280,31,Suns,C,1,1,11,40,42,15,13,84,88,93,22,22,22,0,39,7,44,98,21,55,44,58,49,59,90,0,84,90,22,14,84,59,7'0'',61,61,1878,1.9
2012,Killian Tillie,82,205,33,Mavericks,SF,3,3,14,40,50,72,83,97,73,95,86,64,57,0,75,44,23,46,36,31,57,62,38,54,69,0,5,63,75,43,55,49,6'10'',57,57,413,1.892564186
2010,Tito Maddox,76,190,25,Heat,PG,5,5,4,52,63,53,27,4,16,45,94,39,17,0,85,60,68,19,93,15,100,5,19,47,67,0,41,48,66,68,69,41,6'4'',61,65,878,1.88
2012,Udoka Azubuike,84,280,34,Magic,C,1,1,14,31,28,15,13,84,88,93,21,22,22,0,35,6,41,98,13,52,44,52,44,53,79,0,80,86,22,12,78,53,7'0'',57,53,1301,1.879861392
2008,Jesus Shuttlesworth,77,200,34,Knicks,SG,4,4,12,34,28,43,34,53,73,56,81,72,87,0,75,53,76,36,68,59,11,30,34,54,45,0,48,51,76,62,58,47,6'5'',58,54,1196,1.870672516
2008,Cecil Exum,70,180,28,Mavericks,PG,5,5,6,46,68,12,16,32,53,69,91,40,47,0,85,89,71,5,76,39,53,5,27,39,47,0,53,60,66,95,58,38,5'10'',63,64,642,1.862972795
2008,Elijah Thomas,81,250,30,Magic,C,1,1,8,46,39,19,97,90,40,65,50,5,24,0,52,23,40,92,60,68,28,45,81,69,56,0,82,68,28,28,76,70,6'9'',53,52,1349,1.86
2010,Ricardo Strong,80,216,24,Warriors,SF,3,3,6,50,34,85,70,18,27,73,91,72,35,0,49,36,66,19,29,22,64,32,21,35,83,0,72,75,82,43,47,39,6'8'',57,59,2554,1.85
2008,Robert Covington,81,225,25,Pistons,SF,3,3,3,53,52,41,83,58,36,53,77,50,95,0,45,30,65,59,82,36,64,47,47,73,51,0,50,52,64,37,84,60,6'9'',55,58,1681,1.85
2010,Yommy Sangodeyi,91,385,33,Celtics,C,1,1,8,36,30,53,91,98,1,89,21,5,15,0,69,17,52,65,37,69,24,23,74,64,81,0,5,62,13,25,66,69,7'7'',62,61,2287,1.838030037
2010,Kevin Duckworth,84,275,31,Trailblazers,C,1,1,9,38,36,33,12,37,23,90,84,5,68,0,60,5,62,73,20,40,5,56,54,79,5,0,5,48,44,17,44,58,7'0'',58,57,1906,1.836093165
2010,Jarron Collins,82,255,20,Suns,C,1,1,0,54,59,54,17,83,77,61,51,5,22,0,42,36,45,59,26,41,32,47,83,70,77,0,58,63,28,38,62,74,6'10'',52,55,2249,1.83
2009,Darrian Ringo,74,175,29,Grizzlies,PG,5,5,10,40,52,88,48,82,8,37,77,62,42,0,69,73,64,40,84,77,49,27,15,30,48,0,71,49,70,76,86,29,6'2'',58,58,2653,1.82
2011,Craig Raymond,83,245,24,Kings,C,1,1,2,56,64,1,60,43,38,94,49,5,72,0,52,23,43,57,14,47,12,37,66,82,71,0,36,72,27,28,53,73,6'11'',52,56,1009,1.81664888
2010,Joe Fulks,79,225,34,Nuggets,PF,2,2,14,37,30,38,100,89,39,58,69,35,29,0,41,24,39,75,56,60,48,20,92,73,77,0,83,69,52,26,70,79,6'7'',52,48,1263,1.81
2009,Louie Dampier,72,170,22,Bulls,PG,5,5,0,66,62,63,49,5,14,49,89,67,46,0,89,56,57,18,36,46,33,10,21,17,35,0,59,49,78,62,34,23,6'0'',53,57,1665,1.81
2009,Marcus Fizer,81,260,27,Bucks,PF,2,2,5,45,54,35,90,71,16,85,75,5,34,0,48,36,43,69,30,14,12,61,74,69,73,0,52,73,40,38,59,70,6'9'',54,54,572,1.81
2009,Rick Roberson,81,235,22,Wizards,PF,2,2,0,50,70,87,44,44,15,71,67,5,24,0,58,31,35,56,71,47,49,27,63,48,63,0,62,67,36,33,57,55,6'9'',48,51,1595,1.81
2012,Chris Porter,79,220,30,Bulls,SF,3,3,8,42,50,93,10,56,86,97,78,27,88,0,74,37,46,69,38,56,24,60,64,92,48,0,57,75,52,42,67,73,6'7'',55,55,507,1.808733876
2010,Sedale Threatt,74,175,24,Timberwolves,PG,5,5,3,60,84,62,46,5,28,60,97,65,98,0,72,57,54,23,76,59,60,5,37,24,40,0,47,52,81,60,66,32,6'2'',60,66,1211,1.8
2010,Shu Shuvington,80,205,31,Magic,SF,3,3,10,40,43,18,87,38,90,89,90,68,50,0,70,31,74,37,54,66,54,37,28,41,31,0,35,61,79,42,69,37,6'8'',59,59,1329,1.8
2011,Mark Alarie,79,220,32,Clippers,PF,2,2,10,37,52,9,43,60,99,96,85,12,98,0,46,9,19,73,23,23,16,43,69,83,38,0,51,71,48,11,37,68,6'7'',49,49,1211,1.783862933
2011,Malik Newman,75,178,32,Jazz,PG,5,5,7,38,39,16,75,85,22,59,90,73,5,0,81,68,48,51,91,11,100,10,44,41,31,0,5,37,82,70,68,41,6'3'',65,64,981,1.775889882
